"date","close","volume","open","high","low"
"2018/06/04","88.6500","745113.0000","87.3400","88.6900","87.2400"
"2018/06/01","87.0900","994692.0000","87.2200","87.6200","86.2800"
"2018/05/31","86.7500","1195861.0000","86.9600","87.2200","86.4100"
"2018/05/30","86.8100","696773.0000","87.2000","87.3000","86.6900"
"2018/05/29","86.9800","1031559.0000","87.3800","87.5000","86.3800"
"2018/05/25","87.6400","633591.0000","88.0000","88.4350","87.5000"
"2018/05/24","87.7800","453261.0000","87.7600","88.1000","87.1100"
"2018/05/23","87.7400","460040.0000","87.3000","87.8700","87.1500"
"2018/05/22","87.5600","633518.0000","87.4600","88.5500","87.4600"
"2018/05/21","87.3700","742404.0000","88.8500","88.8500","87.0700"
"2018/05/18","88.7100","873764.0000","88.5800","89.0500","88.1720"
"2018/05/17","88.6700","800961.0000","88.0900","89.2100","88.0400"
"2018/05/16","88.2800","766919.0000","87.3600","88.4500","87.2000"
"2018/05/15","87.1700","759242.0000","86.2700","87.5500","86.2700"
"2018/05/14","86.6300","728603.0000","87.2500","87.4100","86.3500"
"2018/05/11","87.2500","883377.0000","87.2400","87.9700","86.7500"
"2018/05/10","86.9700","630711.0000","87.1400","87.7400","86.4600"
"2018/05/09","86.6800","1041767.0000","87.0300","87.1100","85.8700"
"2018/05/08","87.3000","1128699.0000","87.6800","89.1586","86.7700"
"2018/05/07","88.0300","1353230.0000","86.8300","88.2800","86.3100"
"2018/05/04","86.8700","895886.0000","85.7100","87.1300","85.6100"
"2018/05/03","86.1100","1300968.0000","86.4100","86.7400","85.3100"
"2018/05/02","86.6300","1174010.0000","85.7400","87.3800","85.7400"
"2018/05/01","87.3900","2201641.0000","88.0000","88.0800","85.6700"
"2018/04/30","88.0900","1468492.0000","87.0000","88.7400","86.8000"
"2018/04/27","87.3600","1726365.0000","86.0600","88.4800","86.0000"
"2018/04/26","85.8100","2443056.0000","87.0900","87.6000","84.4700"
"2018/04/25","86.9700","1786193.0000","86.4200","87.3400","85.9200"
"2018/04/24","86.2600","3021791.0000","87.1900","87.6100","85.6000"
"2018/04/23","86.1200","9530795.0000","79.2500","86.8800","79.0000"
"2018/04/20","82.8100","2772960.0000","84.4400","85.6500","82.4500"
"2018/04/19","83.9900","2693495.0000","85.4600","85.7400","83.4500"
"2018/04/18","85.4900","2302927.0000","86.3800","86.3800","85.2290"
"2018/04/17","86.0600","1449463.0000","88.8400","89.0600","86.0000"
"2018/04/16","88.0400","1140383.0000","88.4300","88.6800","87.8900"
"2018/04/13","87.7600","1157437.0000","87.0300","87.9200","86.6200"
"2018/04/12","86.8300","940417.0000","87.4100","87.7100","86.3600"
"2018/04/11","87.3300","1094504.0000","85.4200","87.9200","85.4200"
"2018/04/10","86.0900","1075663.0000","85.4900","86.3372","84.9300"
"2018/04/09","84.4500","984031.0000","84.9800","86.1000","84.3500"
"2018/04/06","84.4300","1010325.0000","84.5700","85.5900","83.8800"
"2018/04/05","85.4000","671887.0000","85.8300","86.2850","85.3081"
"2018/04/04","85.1700","830651.0000","83.7500","85.4100","83.4365"
"2018/04/03","84.2500","1057819.0000","84.2300","84.6600","83.6100"
"2018/04/02","83.7500","1454452.0000","83.9700","84.8700","83.4000"
"2018/03/29","84.3000","1084264.0000","83.9600","84.8600","83.9600"
"2018/03/28","83.8200","1052138.0000","84.3100","85.2750","83.6600"
"2018/03/27","84.0700","908708.0000","85.5600","85.9990","83.5600"
"2018/03/26","85.0800","754789.0000","84.8200","85.1800","83.9500"
"2018/03/23","84.2200","1586618.0000","85.2500","85.9400","84.0600"
"2018/03/22","84.6600","1956951.0000","85.9300","86.0600","84.5100"
"2018/03/21","86.6000","1689307.0000","85.9800","87.1600","85.4200"
"2018/03/20","85.7000","1635926.0000","86.5200","86.8600","85.3300"
"2018/03/19","86.4500","1535568.0000","87.1100","87.2890","85.9894"
"2018/03/16","87.7400","1928164.0000","88.2200","88.7100","87.4200"
"2018/03/15","88.1500","1707400.0000","88.3800","88.6400","87.3000"
"2018/03/14","88.5300","2079345.0000","89.7300","90.0000","87.5800"
"2018/03/13","89.3500","1353487.0000","90.5400","90.9100","89.1500"
"2018/03/12","90.0700","1979215.0000","92.0000","92.1800","89.9950"
"2018/03/09","91.4600","3195537.0000","91.0800","92.1500","89.8400"
"2018/03/08","93.3800","861717.0000","94.0200","94.2850","93.0600"
"2018/03/07","94.2200","1152082.0000","95.4500","96.3700","94.1400"
"2018/03/06","95.8700","673246.0000","96.8000","96.9800","95.3800"
"2018/03/05","96.8000","597623.0000","95.4000","97.1600","94.7800"
"2018/03/02","95.6500","888279.0000","93.9600","95.9300","93.5500"
"2018/03/01","94.4000","1150848.0000","96.0600","96.8600","94.2200"
"2018/02/28","95.5700","1395880.0000","97.6200","98.4800","95.5500"
"2018/02/27","97.2400","979621.0000","98.8800","100.5450","97.2200"
"2018/02/26","98.5200","1230915.0000","97.8100","98.9000","97.3550"
"2018/02/23","97.4700","1289988.0000","97.2000","97.7200","95.9700"
"2018/02/22","97.3100","1426047.0000","98.8000","99.0600","96.9800"
"2018/02/21","99.0700","1914092.0000","98.1800","100.2600","97.5775"
"2018/02/20","97.7700","1341498.0000","98.5200","98.9500","97.2500"
"2018/02/16","98.8500","2466803.0000","97.2300","100.6900","95.7000"
"2018/02/15","97.3600","1266587.0000","96.7700","97.8200","95.6200"
"2018/02/14","96.7100","1366632.0000","95.1600","97.2800","94.6800"
"2018/02/13","95.5600","1884379.0000","96.4300","97.3900","94.7300"
"2018/02/12","96.6300","1303484.0000","98.4100","99.3300","96.3400"
"2018/02/09","97.7300","2902154.0000","97.7000","98.9800","95.0400"
"2018/02/08","96.4800","3224287.0000","101.0100","101.5100","96.2800"
"2018/02/07","102.2200","7270055.0000","92.5000","103.3900","92.1000"
"2018/02/06","93.9300","2554928.0000","90.6000","94.3400","89.8900"
"2018/02/05","91.3300","1982191.0000","94.0100","94.4400","91.3000"
"2018/02/02","94.1200","1821594.0000","94.7500","95.3800","93.7500"
"2018/02/01","95.7400","1462006.0000","94.3400","96.3000","93.4600"
"2018/01/31","94.5700","944202.0000","94.4200","94.9100","93.8600"
"2018/01/30","94.2700","1350485.0000","94.0200","94.9800","93.3740"
"2018/01/29","94.2000","935486.0000","93.3500","94.5000","92.8200"
"2018/01/26","93.3900","2644594.0000","95.5300","96.1100","91.4700"
"2018/01/25","95.5500","1475003.0000","96.4900","96.9400","95.2250"
"2018/01/24","95.7700","2354240.0000","94.4200","96.9300","93.2500"
